Batch,Frequency,Frequency Detla,|V| Sadie 1,Vphase Sadie 1,|V| Sadie 2,Vphase Sadie 2,|V| Tucker,Vphase Tucker,|V| Duke,Vphase Duke,|V| Adam,Vphase Adam,|V| Zeus,Vphase Zeus,|V| Murphy,Vphase Murphy,|I| Sadie 1 to Tucker,Iangle Sadie 1 to Tucker,|I| Sadie 1 to Duke,Iangle Sadie 1 to Duke,|I| Sadie 1 to Sadie 2,Iangle Sadie 1 to Sadie 2,|I| Sadie 2 to Tucker,Iangle Sadie 2 to Tucker,|I| Sadie 2 to Duke,Iangle Sadie 2 to Duke,|I| Duke to Adam,Iangle Duke to Adam,|I| Tucker to Adam,Iangle Tucker to Adam,|I| Zeus to Tucker,Iangle Zeus to Tucker,|I| Zeus to Murphy,Iangle Zeus to Murphy,|I| Murphy to Zeus,Iangle Murphy to Zeus,|I| Duke to Murphy,Iangle Duke to Murphy
310,60.011,0.04,26704.7,0,26640,-0.00212,25201.4,-3.26858,25551.1,-2.20091,25137.5,-3.25841,24264.8,-5.78761,24262.4,-5.60363,706.333,-5.28287,428.783,-0.67804,3.52311,-173.2218,699.942,-4.32405,429.544,-1.32038,259.34,1.45966,15.434,-102.0214,31.4247,-143.3598,491.848,-184.6188,31.7224,37.1965,570.98,-184.5988
311,60.011,0,26698.5,0,26638.3,-0.00325,25193.9,-3.26641,25548.5,-2.20009,25134.5,-3.25685,24260.8,-5.79532,24258.5,-5.60049,705.89,-5.29553,428.783,-0.72925,3.52311,-173.27301,699.507,-4.33577,429.544,-1.37159,259.34,1.40845,15.434,-102.07261,31.4247,-143.41101,491.421,-184.66801,31.4188,37.69099,571,-184.60701
312,60.011,0,26695.7,0,26631.6,0.00785,25190.3,-3.265,25545.2,-2.19898,25126.4,-3.25462,24252,-5.79279,24254.3,-5.59822,705.89,-5.32601,428.783,-0.75973,3.73071,-174.09849,699.555,-4.29112,429.119,-1.39617,258.983,1.48572,15.0082,-102.23859,31.4247,-143.44149,491.014,-184.64649,31.4188,37.66051,571.02,-184.59449
313,60.01,-0.01,26689,0,26629.4,0.00668,25187,-3.26421,25537.7,-2.19772,25123.1,-3.25372,24247.9,-5.79075,24250.2,-5.60696,706.382,-5.29436,428.832,-0.74452,3.73071,-174.13999,699.121,-4.29303,429.209,-1.32422,258.983,1.44422,15.0082,-102.28009,31.4247,-143.48299,491.461,-184.63999,31.4188,37.61901,570.614,-184.59099
314,60.01,-0.02,26682.3,0,26622.7,0.00677,25179.2,-3.26268,25534.8,-2.19739,25119.9,-3.25283,24243.8,-5.78871,24246.2,-5.60489,706.399,-5.29866,428.881,-0.72935,3.52311,-173.38651,699.146,-4.29696,428.829,-1.30295,259.049,1.49608,15.4044,-100.60231,31.4247,-143.52451,491.481,-184.63251,31.4188,37.57749,570.635,-184.59051
315,60.01,-0.01,26676.2,0,26616.6,0.00689,25176,-3.27165,25527.4,-2.20589,25112.1,-3.26094,24235.2,-5.79612,24237.8,-5.60142,705.957,-5.31131,428.507,-0.71724,3.31627,-172.5428,699.196,-4.27309,428.829,-1.35424,258.693,1.55294,15.4044,-100.6536,31.1182,-143.0298,491.502,-184.6338,31.4188,37.5262,570.657,-184.5988
316,60.01,0.01,26680.4,0,26620.2,-0.00272,25178,-3.27754,25530.4,-2.2025,25114.1,-3.26667,24236,-5.79943,24238.7,-5.60475,705.992,-5.30504,428.557,-0.72874,3.31627,-172.61102,698.79,-4.26401,428.875,-1.36571,258.693,1.48472,15.4044,-100.72182,31.4188,-142.54202,491.097,-184.65002,31.7224,38.00368,570.678,-184.62402
317,60.01,0.01,26685.8,0,26625.6,-0.00253,25185.7,-3.27255,25533.8,-2.20838,25121.8,-3.26144,24241.7,-5.80095,24244.5,-5.60632,706.487,-5.31976,429.084,-0.70991,3.73071,-174.38872,698.843,-4.27653,428.921,-1.39667,258.761,1.49045,15.4044,-100.80952,31.4188,-142.62972,491.141,-184.63772,31.7224,37.91598,570.7,-184.66872
318,60.01,0,26691.3,0,26631.1,-0.00233,25188.8,-3.26676,25542.3,-2.205,25124.9,-3.25541,24252.2,-5.792,24255.2,-5.59747,706.984,-5.33453,429.136,-0.74093,3.93896,-175.18837,698.925,-4.25142,429.015,-1.37088,259.251,1.48106,15.4044,-100.89717,31.4188,-142.71737,491.186,-184.62637,31.7224,37.82833,571.194,-184.63037
319,60.01,-0.02,26691.1,0,26631.5,0.00759,25191.3,-3.26358,25541.3,-2.19172,25127.5,-3.25205,24253.3,-5.78583,24251.6,-5.60171,706.105,-5.32644,429.24,-0.6972,3.93896,-175.25785,699.898,-4.25039,429.11,-1.32696,258.898,1.52003,15.4044,-100.96665,31.4188,-142.78685,491.233,-184.59585,31.7224,37.75885,571.241,-184.61385
320,60.01,-0.03,26694.8,0,26630.7,0.00906,25189,-3.25888,25539,-2.19802,25124.7,-3.2576,24249.7,-5.77901,24252.7,-5.59528,705.686,-5.30873,428.869,-0.69192,3.93896,-175.31626,700.385,-4.27361,429.158,-1.3287,258.967,1.5549,15.4044,-101.02506,31.4188,-142.84526,491.257,-184.60426,31.7224,37.70044,570.838,-184.62726
321,60.01,0,26694.1,0,26633.8,-0.0019,25190.8,-3.26673,25541.2,-2.20667,25126.9,-3.25491,24250.4,-5.79551,24253.6,-5.60099,705.727,-5.29397,428.553,-0.6312,3.93896,-175.376,700.413,-4.29586,429.158,-1.38844,258.967,1.49516,15.4044,-101.0848,31.4188,-142.905,491.281,-184.615,31.7224,37.6407,570.862,-184.644
322,60.01,0.01,26692.7,0,26632.5,-0.00178,25188.1,-3.26401,25543.5,-2.20559,25128.4,-3.26331,24251.3,-5.79148,24254.3,-5.60778,706.207,-5.30846,428.553,-0.68121,3.93896,-175.42601,699.526,-4.30359,429.256,-1.32513,258.967,1.44515,15.4044,-101.13481,31.4188,-142.95501,491.306,-184.61501,31.7224,37.59069,570.912,-184.60901
323,60.01,0,26686.2,0,26625.9,-0.0017,25185,-3.2633,25536.2,-2.20432,25120.8,-3.26164,24247.4,-5.7895,24250.5,-5.60577,706.207,-5.35012,428.976,-0.7301,3.99075,-172.47267,699.126,-4.26772,428.881,-1.30351,258.967,1.40349,15.4044,-101.17647,31.4188,-142.99667,491.331,-184.60667,31.1182,37.55963,570.937,-184.60767
324,60.01,0,26679.6,0,26619.4,-0.0016,25177.1,-3.2721,25529,-2.20303,25113.2,-3.25995,24238.9,-5.78709,24242.1,-5.6033,706.666,-5.39351,428.976,-0.77177,4.14775,-176.14934,698.698,-4.26936,428.507,-1.28178,259.037,1.45505,15.4044,-101.21814,31.4188,-143.03834,490.905,-184.64534,31.4247,38.06336,570.937,-184.64934
325,60.01,0,26677.7,0,26613.6,0.00963,25174,-3.27003,25526.3,-2.20142,25110.2,-3.25777,24235.1,-5.78372,24233.8,-5.59945,706.229,-5.39488,428.976,-0.81209,4.35701,-176.76866,698.759,-4.23452,428.507,-1.3221,258.687,1.52367,15.4044,-101.25846,31.1182,-142.52266,490.93,-184.63566,31.4247,38.02304,570.536,-184.64466
326,60.01,0,26677.7,0,26617.5,-0.00136,25176.3,-3.27726,25524.6,-2.20856,25112.5,-3.26485,24236.2,-5.78837,24235,-5.6041,706.295,-5.35275,429.031,-0.82501,4.14775,-176.25918,698.79,-4.26647,428.184,-1.27135,258.687,1.45415,15.831,-101.24228,31.1182,-142.59218,490.956,-184.65618,32.0288,37.93272,570.561,-184.67118
327,60.01,0,26682.9,0,26622.7,-0.00118,25179.5,-3.27207,25532.9,-2.20572,25115.6,-3.25945,24242.1,-5.79098,24241,-5.60675,706.34,-5.35617,428.717,-0.7823,4.19697,-173.48202,698.853,-4.26918,428.711,-1.24265,258.758,1.46959,15.8137,-99.77422,31.4188,-143.22602,490.982,-184.68402,31.7224,37.31968,570.614,-184.66302
328,60.01,0,26688.8,0,26629.3,0.00877,25187.6,-3.26713,25537.3,-2.20133,25123.4,-3.26468,24248.3,-5.79252,24251.8,-5.60884,706.869,-5.33403,428.828,-0.75663,4.19697,-173.56955,699.375,-4.28423,428.764,-1.27351,258.831,1.47528,15.831,-101.40765,31.4188,-143.31355,491.462,-184.67555,31.7224,37.23215,570.695,-184.62255
329,60.01,0.01,26694.1,0,26634.6,0.00894,25190.9,-3.26194,25545.8,-2.19853,25126.6,-3.25927,24254.5,-5.78435,24253.6,-5.60021,707.376,-5.33944,428.885,-0.77783,4.14775,-176.50233,699.473,-4.24943,428.816,-1.29464,258.904,1.49068,15.4044,-101.57113,31.1182,-142.83533,491.517,-184.65333,31.4247,37.71037,570.751,-184.61433
330,60.01,0.02,26695,0,26634.8,-0.00062,25188.8,-3.27798,25544.2,-2.21537,25129.5,-3.2657,24251.2,-5.79822,24254.9,-5.61459,707.401,-5.38148,428.941,-0.80045,4.14775,-176.58152,699.116,-4.21327,428.499,-1.25339,258.977,1.50461,15.4044,-101.65032,31.1182,-142.91452,491.147,-184.62952,31.4247,37.63118,570.807,-184.60752
331,60.01,0,26689.3,0,26629.1,-0.00051,25186.3,-3.27668,25542.6,-2.20451,25122.5,-3.26332,24247.7,-5.79519,24247,-5.611,706.967,-5.39381,428.999,-0.7954,4.19697,-173.77802,698.692,-4.22442,428.553,-1.24822,258.977,1.45311,15.4044,-101.70182,31.1182,-142.96602,491.176,-184.63202,31.4247,37.57968,571.292,-184.57702
332,60.01,-0.01,26687.5,0,26622.7,0.00105,25179.3,-3.26324,25535.6,-2.20174,25119.6,-3.2611,24244,-5.79179,24243.3,-5.60756,706.1,-5.35565,428.633,-0.77146,4.40389,-174.52635,698.727,-4.22719,428.976,-1.29578,258.977,1.41278,15.4044,-101.74215,31.1182,-143.00635,491.205,-184.62235,31.4247,37.53935,570.866,-184.61435
333,60.01,0,26686.4,0,26621.6,0.00117,25176.9,-3.26047,25529,-2.19847,25112.6,-3.25723,24236,-5.78675,24239.9,-5.60303,706.126,-5.3685,428.75,-0.70839,4.19697,-173.86841,698.727,-4.27725,428.976,-1.34584,258.631,1.47229,15.8137,-100.16061,31.4247,-142.51041,491.235,-184.62241,31.7339,38.02419,570.866,-184.66441
334,60.01,0.01,26680.1,0,26616,0.01102,25169.5,-3.25885,25527,-2.18809,25110.2,-3.24608,24232.5,-5.77399,24236.6,-5.59025,707.069,-5.37737,428.809,-0.69367,3.85109,-169.21423,698.797,-4.24397,428.607,-1.32378,258.706,1.52367,15.8137,-100.20243,31.4247,-142.55223,491.265,-184.61523,31.7339,37.98237,570.469,-184.66023
335,60.01,0,26674.5,0,26614.3,-9.00E-05,25171.2,-3.26892,25524.6,-2.19766,25107.4,-3.25506,24233.5,-5.78231,24233,-5.598,707.096,-5.39178,428.809,-0.74523,4.05315,-170.27079,698.41,-4.2175,428.717,-1.26207,258.782,1.56521,15.8137,-100.25399,31.4247,-142.60379,490.869,-184.61279,31.4421,38.49681,570.499,-184.66879
336,60.01,-0.02,26673.4,0,26613.2,2.00E-05,25173.4,-3.26715,25527.2,-2.1967,25109.6,-3.25316,24234.4,-5.78917,24238.8,-5.59466,706.691,-5.36537,428.386,-0.7874,4.40389,-174.71988,698.483,-4.19247,428.349,-1.24809,259.202,1.49832,15.4044,-101.93568,31.4247,-142.65388,490.9,-184.61388,31.4247,37.34582,570.56,-184.63388
337,60.01,-0.01,26679,0,26613.6,-0.00803,25176.5,-3.27229,25526.3,-2.20181,25112.2,-3.26851,24236.1,-5.79125,24240.3,-5.60757,706.746,-5.36876,428.445,-0.80855,4.40389,-174.79761,698.519,-4.23265,428.885,-1.22011,259.202,1.42059,14.9778,-102.10411,31.1182,-143.27761,490.931,-184.64161,31.4247,37.26809,570.622,-184.62561
338,60.01,0,26684.7,0,26619.9,0.0019,25180,-3.26705,25535.1,-2.19907,25115.8,-3.26306,24242.4,-5.79389,24242.4,-5.59885,706.802,-5.37213,428.988,-0.78121,4.46052,-172.21231,698.174,-4.19462,428.941,-1.24124,258.782,1.35969,14.9778,-102.18181,31.1182,-143.35531,491.42,-184.62331,31.4247,37.19039,570.685,-184.61831
339,60.01,0,26691.8,0,26627.1,0.00213,25184.1,-3.27085,25539.9,-2.20436,25124.4,-3.26767,24249.2,-5.79436,24249.1,-5.61017,707.289,-5.43438,429.472,-0.82992,4.46052,-172.30939,697.869,-4.13828,428.999,-1.28177,258.858,1.35571,15.4044,-102.18819,31.4188,-144.00839,491.484,-184.62139,31.4247,37.09331,570.783,-184.58639
340,60.01,0.02,26697.6,0,26632.8,0.00232,25192.4,-3.26664,25544.3,-2.20042,25128.1,-3.26221,24255.6,-5.79702,24255.9,-5.60208,707.347,-5.43774,429.594,-0.79474,4.72868,-170.65101,697.948,-4.14077,428.633,-1.29512,259.014,1.46399,15.4044,-102.26581,31.4188,-144.08601,491.517,-184.64901,31.4247,37.01569,570.849,-184.57901
341,60.01,0.01,26692.9,0,26628.1,0.00247,25190.6,-3.26476,25543.1,-2.19934,25126.4,-3.26016,24252.6,-5.79294,24253,-5.59798,707.436,-5.38769,429.233,-0.7914,4.87129,-173.89233,697.988,-4.16453,428.268,-1.29206,259.092,1.49557,15.4044,-102.32713,31.1182,-143.59133,491.125,-184.65733,31.4421,38.05527,570.849,-184.64033
342,60.01,0,26687.5,0,26622.8,0.00259,25183.8,-3.26247,25536.2,-2.20772,25119.6,-3.25773,24244.8,-5.78931,24245,-5.60509,707.038,-5.36261,429.295,-0.78663,4.72868,-170.76397,698.445,-4.21944,428.327,-1.28709,259.092,1.44393,15.4044,-102.37877,31.1299,-142.53097,490.732,-184.65497,31.4421,38.00363,570.883,-184.64897
343,60.01,0,26681.4,0,26621.2,0.00112,25176.6,-3.26081,25529.9,-2.19618,25112.4,-3.25597,24236.8,-5.78677,24237.3,-5.59168,706.611,-5.36491,428.936,-0.76377,4.52653,-169.95092,698.028,-4.22056,428.75,-1.3369,259.092,1.40198,15.4044,-102.42072,31.1299,-142.57292,490.766,-184.64692,31.7339,37.39568,570.457,-184.68792
344,60.01,0,26679.8,0,26620.3,0.01094,25174,-3.25867,25527.6,-2.19452,25109.8,-3.25371,24237.9,-5.78395,24233.7,-5.59898,706.674,-5.331,428.999,-0.74772,4.80051,-168.42731,698.028,-4.26095,428.75,-1.37729,258.752,1.47199,15.3866,-100.87241,31.1299,-142.61331,490.801,-184.63731,31.7339,37.35529,570.491,-184.68531
345,60.01,0,26682.8,0,26618.8,0.01261,25171.4,-3.25494,25525.3,-2.19128,25111.7,-3.25098,24234.2,-5.78969,24234.8,-5.59459,706.247,-5.33007,429.062,-0.73011,5.3405,-173.06012,698.068,-4.26221,428.445,-1.29506,258.832,1.52608,15.3866,-100.91122,31.1299,-142.65212,490.836,-184.62712,31.7339,37.31648,570.56,-184.63812
346,60.01,0,26677.5,0,26618,0.01114,25173.3,-3.26519,25527.6,-2.20219,25109.1,-3.26002,24235.6,-5.78738,24236,-5.60309,706.312,-5.30743,429.126,-0.7254,5.28467,-175.33581,698.566,-4.2797,428.082,-1.28214,258.912,1.56729,15.3866,-100.96291,31.4247,-143.26981,490.871,-184.62881,31.4421,37.83079,570.63,-184.60481
347,60.01,-0.01,26682.7,0,26618,0.00318,25176.3,-3.27092,25527.1,-2.19744,25112.5,-3.25521,24237.3,-5.79046,24237.8,-5.60619,706.345,-5.33816,429.191,-0.7369,5.07769,-174.8187,698.648,-4.27255,428.203,-1.23684,258.493,1.5174,15.3866,-101.0308,31.4247,-143.3377,491.332,-184.6517,31.4421,37.7629,570.276,-184.5837
348,60.01,-0.01,26688.7,0,26624,0.00338,25180.2,-3.26563,25531.7,-2.19346,25116,-3.26009,24244.3,-5.78233,24240.3,-5.59737,706.869,-5.34411,428.833,-0.74939,4.9318,-171.86725,698.774,-4.23759,428.264,-1.25781,258.493,1.43985,15.3866,-101.10835,31.4247,-143.41525,491.404,-184.62925,31.4421,37.68535,570.349,-184.57525
349,60.01,0,26695.6,0,26631.6,0.01329,25184.7,-3.25967,25537,-2.18899,25120.5,-3.25389,24251.2,-5.78391,24247.4,-5.59899,707.394,-5.35982,429.321,-0.78894,4.9318,-171.95446,698.902,-4.21232,428.326,-1.28846,259.076,1.52014,15.3866,-101.19556,31.1299,-142.93646,491.441,-184.66746,31.4421,37.59814,570.849,-184.58046
350,60.01,0,26698,0,26633.2,0.0038,25188.8,-3.26569,25541.8,-2.19634,25124.6,-3.2597,24253.4,-5.79719,24250,-5.60149,707.887,-5.41431,429.387,-0.82141,5.13577,-172.76527,698.576,-4.18508,428.81,-1.32904,259.159,1.52403,15.3866,-101.28437,31.1299,-143.02527,491.052,-184.70227,31.7569,38.03303,570.887,-184.62727
351,60.01,0,26693.6,0,26633.4,0.00228,25186.8,-3.2742,25535.7,-2.20416,25123.2,-3.25771,24246.2,-5.79239,24247.1,-5.60819,707.921,-5.43866,429.519,-0.77021,4.9318,-172.10469,698.207,-4.16785,428.45,-1.32563,259.159,1.46261,15.3866,-101.34579,31.1299,-143.08669,491.127,-184.66369,31.7569,37.97161,570.925,-184.64569
352,60.01,0,26692.9,0,26628.2,0.00407,25180.3,-3.27019,25534.2,-2.20199,25121.2,-3.25475,24243.2,-5.78776,24244.2,-5.60355,707.956,-5.45169,429.586,-0.76402,4.9318,-172.15478,697.75,-4.21427,428.154,-1.25422,258.823,1.52372,15.8079,-99.80478,31.4421,-142.60178,491.165,-184.66478,31.7569,37.92152,570.537,-184.64878
353,60.01,0,26691.6,0,26626.9,0.00417,25178.4,-3.25766,25532.7,-2.19012,25114.2,-3.25126,24244.5,-5.785,24241,-5.59999,707.568,-5.4151,428.81,-0.7301,4.9318,-172.19518,698.252,-4.22084,428.217,-1.2381,258.907,1.57602,15.8079,-99.84518,31.4421,-142.64218,491.204,-184.65518,31.4711,38.45672,570.576,-184.64718
354,60.01,0,26686.5,0,26621,-0.00541,25176,-3.26685,25530.6,-2.19981,25111.8,-3.26034,24241.2,-5.79284,24237.8,-5.60781,707.182,-5.38981,428.456,-0.71642,5.13577,-172.96896,698.252,-4.27262,427.859,-1.22474,258.489,1.54294,15.8079,-99.89696,31.4421,-142.69396,490.817,-184.65296,31.4711,38.40494,570.654,-184.61296
355,60.01,0,26680.6,0,26615.9,0.00439,25173.5,-3.26637,25528.5,-2.19983,25109.4,-3.25975,24238,-5.79101,24234.6,-5.60595,706.797,-5.35477,428.946,-0.71131,5.13577,-173.01108,698.709,-4.31843,427.502,-1.20162,258.574,1.59362,15.8079,-99.93908,31.4421,-142.73608,490.856,-184.64508,31.4711,38.36282,570.693,-184.61308
356,60.01,0,26680.1,0,26615.3,0.00452,25175.7,-3.27509,25527.1,-2.19765,25107.5,-3.25677,24239.3,-5.79796,24236.3,-5.6021,706.834,-5.36777,429.015,-0.7051,5.07769,-175.36819,698.754,-4.33106,427.632,-1.13858,258.574,1.54351,15.8137,-98.44099,31.4421,-142.78619,491.321,-184.65019,31.4711,38.31271,570.773,-184.57719
357,60.01,0,26680.3,0,26615.6,0.0046,25174.4,-3.2716,25526.3,-2.19498,25110.7,-3.25435,24236.7,-5.79222,24238.4,-5.59718,706.908,-5.35337,429.436,-0.7741,5.07769,-175.428,698.846,-4.31593,427.698,-1.14183,258.66,1.5765,15.8079,-100.049,31.1534,-142.27,490.936,-184.656,31.1534,37.7302,570.814,-184.594
358,60.009,-0.02,26681.4,0,26616.7,0.0048,25173.6,-3.26745,25525.5,-2.20201,25109.4,-3.26038,24234.2,-5.79616,24236,-5.6011,706.526,-5.34558,429.153,-0.72182,4.87129,-174.8635,698.938,-4.3105,428.187,-1.16371,258.328,1.6189,15.8079,-100.1185,31.1534,-142.3395,490.976,-184.6755,31.4711,38.1834,570.471,-184.5745
359,60.009,0,26681.8,0,26617.1,0.005,25172.4,-3.26384,25524.8,-2.19923,25108.7,-3.24623,24232.1,-5.77949,24233.6,-5.59522,706.185,-5.29078,428.451,-0.65013,4.87129,-174.9232,699.395,-4.37401,428.12,-1.27989,258.328,1.5592,15.8079,-100.1782,31.1534,-142.3992,490.633,-184.6312,31.4711,38.1237,570.512,-184.5912
360,60.009,0,26688.3,0,26623.6,0.0052,25176.8,-3.2585,25525.4,-2.1938,25112.6,-3.25106,24239.2,-5.7822,24236.2,-5.59711,705.846,-5.25356,428.593,-0.61487,5.02802,-177.9906,699.898,-4.41781,428.609,-1.3097,258.415,1.5745,15.8079,-100.2556,31.1534,-142.4766,491.141,-184.6146,31.4711,38.0463,570.979,-184.6306
361,60.009,0.01,26690.3,0,26625.6,0.0054,25180.7,-3.26524,25535,-2.19298,25121.1,-3.25889,24241.7,-5.7858,24243.8,-5.59082,706.384,-5.26169,429.014,-0.70353,5.23696,-178.5667,699.583,-4.38082,428.32,-1.267,258.921,1.5686,15.8079,-100.3347,31.4711,-142.0327,491.183,-184.6437,31.4711,37.9672,571.021,-184.6667
362,60.01,0.03,26696.1,0,26631.4,0.0055,25184.7,-3.26059,25539.6,-2.18952,25125.1,-3.25408,24248.8,-5.77888,24246.1,-5.59384,706.923,-5.25852,429.436,-0.78077,5.49215,-176.9064,699.222,-4.36976,428.034,-1.21273,259.009,1.5933,15.8079,-100.4024,31.1534,-142.6234,491.226,-184.6624,31.7914,38.4117,570.681,-184.6444
363,60.01,0.01,26692,0,26626.5,-0.004,25183,-3.26913,25538.4,-2.19872,25123.4,-3.26249,24246.1,-5.7856,24248,-5.60145,706.923,-5.32002,429.507,-0.78608,5.28467,-176.4279,699.319,-4.35641,428.171,-1.16136,258.591,1.5515,15.8079,-100.4639,31.1534,-142.6849,491.269,-184.6739,31.7914,38.3502,570.767,-184.6209
364,60.01,0,26686.4,0,26621.7,0.0057,25180.8,-3.26879,25531.9,-2.19741,25116.6,-3.26073,24243,-5.78389,24245,-5.59972,706.923,-5.36232,429.507,-0.82838,5.13577,-173.5782,699.418,-4.32389,427.889,-1.0815,258.681,1.6018,15.8137,-98.958,31.1534,-142.7272,491.312,-184.6672,31.7914,38.3079,570.855,-184.5782
365,60.01,0,26681.5,0,26616,-0.0038,25178.5,-3.27804,25530.1,-2.20716,25114.4,-3.26987,24240,-5.79176,24242,-5.60757,706.507,-5.37379,429.507,-0.88028,5.3405,-174.2981,699.517,-4.30099,427.538,-1.06754,258.681,1.5499,15.8079,-100.5581,31.1534,-142.7791,491.356,-184.6691,31.1885,38.3298,570.474,-184.5831
366,60.01,0.02,26686.6,0,26616.6,-0.0018,25182,-3.27395,25528.9,-2.21274,25113.3,-3.26429,24241.9,-5.79575,24244,-5.61158,706.633,-5.32043,429.231,-0.81615,5.5459,-174.974,699.111,-4.31738,427.538,-1.12544,258.771,1.5845,15.8079,-100.616,31.1534,-142.837,491.4,-184.677,31.4711,37.6859,570.519,-184.598
367,60.011,0,26687.2,0,26622.5,0.0062,25181,-3.27044,25529,-2.1999,25116.9,-3.26195,24244.2,-5.79087,24241.8,-5.60577,706.718,-5.30607,429.231,-0.87595,5.3405,-174.4158,699.161,-4.33976,427.608,-1.12878,258.861,1.6171,15.8079,-100.6758,31.1534,-142.8968,491.489,-184.6378,31.4711,37.6261,570.609,-184.5728
368,60.01,0,26688.6,0,26623.1,-0.0033,25185.2,-3.26755,25533.8,-2.19818,25121,-3.25888,24246.6,-5.79561,24244.7,-5.59974,707.219,-5.34191,429.725,-0.89891,5.3405,-174.4852,698.807,-4.33016,427.679,-1.14173,258.861,1.5477,15.8079,-100.7452,31.1534,-142.9662,491.534,-184.6582,31.4711,37.5567,570.655,-184.5992
369,60.01,0,26689.3,0,26624.6,0.0065,25184.2,-3.26404,25533.3,-2.19551,25120.1,-3.2552,24249,-5.79075,24246.8,-5.60567,706.849,-5.32408,429.872,-0.8465,4.9318,-173.155,698.91,-4.31512,427.751,-1.14511,258.444,1.5081,15.8079,-100.805,31.4711,-142.503,491.201,-184.613,31.5117,38.5937,571.079,-184.664
370,60.01,-0.02,26685.4,0,26625.3,0.0048,25182.7,-3.27264,25532.3,-2.20479,25118.6,-3.26368,24246.4,-5.79753,24244.7,-5.60165,706.435,-5.34504,429.525,-0.8421,4.9318,-173.2166,699.418,-4.34359,427.402,-1.14063,258.535,1.539,15.8079,-100.8666,31.4711,-142.5646,491.247,-184.6256,31.5117,38.5321,571.125,-184.6826
371,60.01,-0.02,26690.6,0,26625.1,-0.0029,25186.3,-3.26861,25531.9,-2.20021,25122.2,-3.25949,24244.3,-5.78982,24246.8,-5.6057,706.982,-5.33242,429.525,-0.9,4.9318,-173.2745,699.067,-4.32242,427.474,-1.14209,258.627,1.5735,15.8079,-100.9245,31.4711,-142.6225,491.293,-184.6335,31.1885,37.9634,570.793,-184.6505
372,60.01,-0.01,26691.3,0,26626.7,0.007,25185.5,-3.265,25536.1,-2.19899,25125.9,-3.25711,24250.9,-5.79663,24249.4,-5.60078,707.072,-5.31805,429.675,-0.8475,5.3405,-174.7242,699.63,-4.31172,427.126,-1.13558,258.72,1.6062,15.8137,-99.436,31.4711,-142.6822,491.34,-184.6442,31.1885,37.9037,570.887,-184.6252
373,60.01,0.02,26693,0,26628.3,0.0071,25189.2,-3.27249,25535.8,-2.20592,25125.1,-3.26305,24249.3,-5.78965,24252,-5.60558,706.752,-5.27261,429.405,-0.7946,5.3405,-174.7936,699.683,-4.34376,427.62,-1.15837,258.72,1.5368,15.8079,-101.0536,31.1534,-143.2746,491.388,-184.6636,31.4711,37.2483,570.558,-184.6046
374,60.01,0,26692.9,0,26628.2,0.0073,25183.2,-3.26817,25535.5,-2.19355,25119.1,-3.25859,24246.8,-5.7849,24250,-5.59005,706.388,-5.24484,429.482,-0.7887,5.5459,-175.4617,699.737,-4.35651,428.041,-1.2183,258.72,1.4867,15.8079,-101.1037,31.1534,-143.3247,491.436,-184.6647,31.7914,37.7104,570.606,-184.6117
375,60.01,0,26687.4,0,26621.9,-0.0023,25181.2,-3.26788,25528.6,-2.20232,25117.1,-3.25819,24243.5,-5.79398,24242.2,-5.59806,706.388,-5.28724,429.902,-0.8413,5.5459,-175.5041,699.791,-4.36157,428.115,-1.20437,258.397,1.5574,15.8079,-101.1461,30.8679,-142.7801,491.059,-184.6521,31.5117,38.2526,570.655,-184.6121
376,60.01,-0.01,26681.1,0,26616.5,0.0075,25178.5,-3.2682,25526.2,-2.20297,25114.4,-3.25842,24240.3,-5.79335,24238.6,-5.60818,706.845,-5.32374,429.902,-0.874,5.3405,-174.9188,699.389,-4.35246,427.347,-1.1609,258.397,1.5247,15.8079,-101.1788,31.1885,-142.2908,491.059,-184.6848,31.5117,38.2199,570.703,-184.6018
377,60.01,-0.01,26686.5,0,26621.8,0.0075,25181.7,-3.27452,25530.5,-2.19998,25118.2,-3.25427,24242.9,-5.78662,24241.3,-5.60147,706.892,-5.3446,429.979,-0.8758,5.3405,-174.9767,699.043,-4.33114,427.076,-1.0959,258.586,1.6515,15.8137,-99.6885,31.1885,-142.3487,491.581,-184.6487,31.5117,38.162,570.753,-184.6167
378,60.01,0,26688.2,0,26623.6,0.0077,25186.1,-3.27172,25535.5,-2.19838,25122.7,-3.2513,24245.5,-5.79141,24244,-5.60627,706.94,-5.37698,430.133,-0.8333,5.3405,-175.0461,699.154,-4.3258,427.151,-1.1089,258.682,1.6743,15.8137,-99.7579,31.4711,-143.0041,491.68,-184.6191,31.5117,38.0926,570.802,-184.6441
379,60.01,0,26690,0,26624.5,-0.0018,25181.6,-3.26602,25536.1,-2.19516,25122,-3.25721,24244,-5.78439,24242.6,-5.59924,706.626,-5.33141,429.791,-0.8363,5.3405,-175.1155,699.266,-4.3205,427.227,-1.1219,258.682,1.6049,15.8137,-99.8273,31.5117,-141.9765,491.305,-184.6335,31.8373,38.5236,570.852,-184.6705
