Batch,Frequency,Frequency Detla,|V| Sadie 1,Vphase Sadie 1,|V| Sadie 2,Vphase Sadie 2,|V| Tucker,Vphase Tucker,|V| Duke,Vphase Duke,|V| Adam,Vphase Adam,|V| Zeus,Vphase Zeus,|V| Murphy,Vphase Murphy,|I| Sadie 1 to Tucker,Iangle Sadie 1 to Tucker,|I| Sadie 1 to Duke,Iangle Sadie 1 to Duke,|I| Sadie 1 to Sadie 2,Iangle Sadie 1 to Sadie 2,|I| Sadie 2 to Tucker,Iangle Sadie 2 to Tucker,|I| Sadie 2 to Duke,Iangle Sadie 2 to Duke,|I| Duke to Adam,Iangle Duke to Adam,|I| Tucker to Adam,Iangle Tucker to Adam,|I| Zeus to Tucker,Iangle Zeus to Tucker,|I| Zeus to Murphy,Iangle Zeus to Murphy,|I| Murphy to Zeus,Iangle Murphy to Zeus,|I| Duke to Murphy,Iangle Duke to Murphy
472,60.008,0,26691.8,0,26639.6,0.002,25192,-3.2732,25546.6,-2.2006,25123,-3.2583,24250.6,-5.7888,24242.4,-5.5981,704.909,-5.1646,427.94,-0.5274,1.15038,-174.4832,704.101,-4.7324,427.736,-1.0542,258.054,1.8508,16.9286,-96.1087,31.2937,-138.4552,491.177,-184.6422,31.8831,41.3035,570.612,-184.6212
473,60.008,0,26688.2,0,26636,0.0021,25191.7,-3.2735,25546.6,-2.2015,25122.7,-3.2584,24244.9,-5.7855,24236.8,-5.5947,704.547,-5.164,427.529,-0.555,1.24561,-165.3634,703.835,-4.6948,427.849,-1.0422,257.648,1.8371,16.9286,-96.1519,31.2937,-138.4984,491.177,-184.6854,32.0202,42.3155,570.698,-184.6224
474,60.008,0,26688.9,0,26632.3,0.005,25186.9,-3.2687,25542.2,-2.1972,25122.4,-3.2559,24243.8,-5.7815,24234.9,-5.6013,704.097,-5.1972,427.645,-0.5404,1.35105,-177.9329,703.928,-4.6987,427.55,-1.0124,258.054,1.7671,16.9286,-96.1924,31.2937,-138.5389,490.845,-184.6669,32.0202,42.275,570.785,-184.6209
475,60.009,0.01,26686.6,0,26634.4,0.0023,25187.6,-3.2683,25543.4,-2.1976,25123.2,-3.2554,24242.7,-5.7896,24239.2,-5.6009,704.275,-5.1766,427.645,-0.5931,1.35105,-177.9856,704.021,-4.7148,427.663,-1.0099,258.188,1.8045,16.8584,-97.6744,31.5232,-139.2496,491.019,-184.6216,31.8831,41.1671,570.541,-184.5806
476,60.009,0.02,26688.7,0,26636.5,0.0024,25192.9,-3.2675,25539,-2.2026,25122.9,-3.2623,24251.4,-5.7884,24248,-5.5997,703.645,-5.1019,428.173,-0.6036,1.55518,-180.5255,703.309,-4.6763,428.075,-1.075,258.188,1.7546,16.8584,-97.7243,31.6417,-141.0185,491.525,-184.6335,31.9945,39.415,570.541,-184.6305
477,60.009,0.01,26686.4,0,26634.2,0.0025,25189.2,-3.2648,25540.2,-2.203,25123.7,-3.2618,24251.2,-5.786,24252.3,-5.5993,703.376,-5.0739,428.584,-0.672,1.55518,-180.5782,703.048,-4.648,428.075,-1.1277,258.727,1.7622,16.4363,-97.5506,31.2908,-141.5152,491.525,-184.6862,31.6417,38.9284,571.047,-184.6502
478,60.009,0,26684.1,0,26632,0.0026,25190,-3.2644,25537,-2.2009,25124.5,-3.2613,24250.9,-5.7835,24247.7,-5.5948,703.467,-5.0899,428.995,-0.7402,1.24561,-165.6119,703.237,-4.6275,428.188,-1.1252,258.727,1.7095,16.4363,-97.6033,31.2908,-141.5679,491.283,-184.6309,31.9945,39.3096,571.135,-184.6609
479,60.009,0,26683.2,0,26635.4,-0.0001,25190.8,-3.2735,25539.4,-2.2007,25125.3,-3.2702,24250.7,-5.7905,24247.5,-5.6017,703.559,-5.1153,428.701,-0.7318,0.770218,-162.948,703.428,-4.6164,428.714,-1.1475,258.456,1.767,16.3751,-99.1421,31.6417,-141.186,491.372,-184.644,31.7569,39.8857,571.224,-184.681
480,60.009,0,26685.4,0,26633.2,0.0029,25191.7,-3.2703,25540.7,-2.1984,25126.1,-3.2669,24254.2,-5.7979,24246.5,-5.6071,704.009,-5.1727,428.407,-0.7111,0.604209,-151.6879,703.524,-4.6297,428.417,-1.1271,258.456,1.7171,16.3751,-99.192,31.2908,-141.6799,491.461,-184.6449,31.7569,39.8358,570.894,-184.6799
481,60.009,0,26687.6,0,26635.4,0.0029,25197,-3.2696,25546.5,-2.1986,25131.5,-3.266,24258.5,-5.7947,24255.4,-5.606,704.551,-5.1935,428.818,-0.7767,0.955338,-170.1728,703.267,-4.5986,427.824,-1.036,258.456,1.6672,16.3751,-99.2419,31.2908,-141.7298,491.55,-184.6468,31.4014,39.3559,571.073,-184.6458
482,60.009,0,26691.1,0,26639,0.003,25198.9,-3.2657,25552.2,-2.2082,25133.4,-3.262,24259.3,-5.7883,24255.4,-5.6102,705.093,-5.2237,428.936,-0.7812,1.24561,-165.8331,703.11,-4.5403,427.645,-0.9696,258.186,1.7278,16.4363,-97.8245,31.2908,-141.7891,491.73,-184.6081,31.6417,38.6545,570.835,-184.6121
483,60.009,0.01,26690.3,0,26638.2,0.0031,25199.9,-3.2749,25550.3,-2.2056,25131,-3.2584,24259.1,-5.7953,24256.2,-5.6066,704.828,-5.2052,428.643,-0.7727,1.24561,-165.8953,702.857,-4.5214,427.762,-0.9768,258.322,1.7554,16.4363,-97.8867,31.2908,-141.8513,491.82,-184.6223,31.6417,38.5923,570.598,-184.5813
484,60.009,0,26688.2,0,26640.4,0.0004,25196.4,-3.2721,25547.2,-2.2034,25131.9,-3.258,24254.6,-5.7908,24256.2,-5.6042,704.921,-5.2214,428.881,-0.7157,1.15038,-175.111,702.955,-4.5375,427.762,-1.0295,258.459,1.7925,16.4363,-97.9394,31.0477,-141.258,491.493,-184.615,31.7569,39.6117,570.689,-184.593
485,60.009,0,26686.1,0,26638.3,0.0005,25197.3,-3.2718,25548.6,-2.2039,25127.3,-3.2652,24253.6,-5.799,24255.3,-5.6124,705.014,-5.2375,428.471,-0.7525,1.15038,-175.1637,702.605,-4.5456,427.468,-1.0114,258.054,1.7702,16.8584,-98.2185,31.0477,-141.3107,491.076,-184.6577,31.7569,39.559,570.689,-184.6457
486,60.009,0,26687.1,0,26636.3,0.0128,25192.8,-3.2669,25544.4,-2.1994,25122.8,-3.2601,24253.6,-5.7843,24250,-5.6062,705.201,-5.2049,428.18,-0.7221,1.35105,-178.5702,703.053,-4.5941,427.586,-0.9969,258.192,1.8195,16.9286,-96.8297,31.4014,-140.9112,491.167,-184.6492,31.4014,39.0885,570.781,-184.6442
487,60.009,0.01,26690.8,0,26638.6,0.0036,25194.8,-3.263,25547.1,-2.1965,25124.9,-3.256,24253.5,-5.7884,24245.5,-5.6081,704.94,-5.1834,428.01,-0.6555,1.35105,-178.6294,703.502,-4.6614,427.586,-1.0561,257.926,1.8808,17.0093,-95.4722,31.4014,-140.9704,491.259,-184.6604,31.5232,40.1071,570.964,-184.6194
488,60.009,0.01,26694.5,0,26642.3,0.0036,25195.9,-3.2692,25545.3,-2.191,25127,-3.252,24254.4,-5.782,24251,-5.6038,704.681,-5.162,428.131,-0.6599,1.35105,-178.6887,703.601,-4.6841,428.115,-1.0762,257.926,1.8215,16.9286,-96.9482,31.4014,-141.0297,491.351,-184.6707,31.5232,40.0478,570.964,-184.6787
489,60.009,0.01,26693.8,0,26641.6,0.0038,25198,-3.2682,25546.8,-2.2008,25132.5,-3.2635,24258.9,-5.7911,24256.5,-5.6023,704.776,-5.1875,428.662,-0.6835,1.35105,-178.7508,703.002,-4.6205,427.822,-1.0675,258.469,1.8182,16.5083,-96.7483,31.4014,-141.0918,491.953,-184.6458,31.7569,39.3379,571.056,-184.6988
490,60.009,-0.01,26690.5,0,26638.3,0.0038,25198,-3.2687,25547.1,-2.2019,25128,-3.2613,24258.1,-5.7899,24255.7,-5.6012,704.776,-5.2309,428.951,-0.7978,1.43301,-170.6642,702.407,-4.5379,427.531,-1.04,258.469,1.7748,16.4363,-98.2566,31.4014,-141.1352,491.629,-184.6302,31.7569,39.2945,570.825,-184.6492
491,60.009,-0.01,26687.2,0,26635,0.004,25192.4,-3.2767,25546.2,-2.2128,25126.9,-3.2717,24251.8,-5.7971,24249.5,-5.6083,704.872,-5.2377,428.541,-0.8249,1.62688,-174.0735,702.508,-4.5446,427.65,-1.0283,258.205,1.852,16.5083,-96.835,31.0477,-141.6185,491.212,-184.6625,31.7569,39.2512,571.011,-184.6085
492,60.009,-0.01,26689.6,0,26636.1,-0.0054,25189.1,-3.271,25547.8,-2.2104,25123.6,-3.2659,24251,-5.8025,24248.7,-5.6137,704.711,-5.1703,428.087,-0.6779,1.62688,-174.1234,702.956,-4.6028,427.77,-1.0233,258.345,1.8916,17.0093,-95.7302,31.4014,-141.2284,490.888,-184.6534,31.7569,39.2013,570.689,-184.6074
493,60.009,0,26693.4,0,26639.9,-0.0053,25191.3,-3.2671,25550.5,-2.2075,25125.8,-3.2618,24256.5,-5.7981,24249.8,-5.6071,704.359,-5.1851,428.333,-0.6276,1.62688,-174.1826,703.505,-4.6337,427.89,-1.0276,257.942,1.8637,17.0093,-95.7894,31.1651,-140.6356,491.399,-184.6746,31.7569,39.1421,570.877,-184.5826
494,60.009,0.01,26692.9,0,26639.4,-0.0051,25196.9,-3.2787,25548.9,-2.2048,25128.1,-3.2606,24257.6,-5.7945,24255.5,-5.6057,704.456,-5.2107,428.742,-0.7062,1.62688,-174.2447,703.261,-4.6146,428.01,-1.0348,258.083,1.8911,16.9286,-97.2682,31.4014,-141.3497,491.588,-184.6397,31.7569,39.08,570.972,-184.6037
495,60.009,0.02,26691,0,26638.9,0.0044,25194.8,-3.2658,25546.1,-2.2027,25129.3,-3.2603,24257.7,-5.7922,24255.7,-5.6034,705.002,-5.2349,428.865,-0.7043,1.62688,-174.2975,703.018,-4.5861,427.722,-1.0165,258.083,1.8383,16.9286,-97.321,31.4014,-141.4025,491.266,-184.6325,31.7569,39.0272,570.555,-184.6465
496,60.009,0.01,26689.2,0,26637.1,0.0045,25194.9,-3.2756,25547.7,-2.2031,25124.9,-3.2674,24252.5,-5.7981,24250.5,-5.6093,705.549,-5.2591,428.456,-0.7405,1.72226,-167.8042,703.12,-4.6023,427.146,-0.9268,257.822,1.9066,17.428,-96.2393,31.1651,-140.8032,491.361,-184.6372,31.8831,40.0385,570.651,-184.6572
497,60.009,-0.01,26691.8,0,26639.6,0.0045,25191.6,-3.2699,25549.4,-2.2008,25126.1,-3.2641,24252.7,-5.7929,24246.3,-5.6018,705.647,-5.2725,428.456,-0.7904,1.72226,-167.8541,703.671,-4.6241,426.982,-0.8504,257.562,1.978,18.0303,-93.8921,31.2937,-139.7701,491.457,-184.6381,31.6561,40.6414,570.746,-184.6651
498,60.009,-0.01,26691.3,0,26643.6,0.0017,25198.4,-3.2715,25552.3,-2.2008,25128.5,-3.263,24258.3,-5.7915,24251.1,-5.611,705.296,-5.2902,428.989,-0.8144,1.72226,-167.9162,703.43,-4.6049,427.391,-0.929,257.964,1.8841,17.5168,-94.9808,31.5232,-140.4902,491.137,-184.6402,31.8831,39.9265,571.354,-184.6542
499,60.009,0,26693.9,0,26641.8,0.0048,25199.7,-3.2683,25549.5,-2.1957,25129.8,-3.2596,24258.5,-5.7861,24255.9,-5.6079,704.696,-5.2146,429.113,-0.8096,1.62688,-174.512,703.191,-4.5733,427.678,-1.0501,258.367,1.8026,16.9286,-97.5355,31.1651,-140.965,491.233,-184.642,31.5232,39.4605,571.451,-184.662
500,60.009,0,26690.8,0,26638.7,0.0049,25194.3,-3.2763,25544.4,-2.2039,25129.9,-3.26,24252.4,-5.7933,24255.2,-5.6068,703.999,-5.1688,428.828,-0.7818,1.62688,-174.5554,702.849,-4.5718,427.678,-1.0935,258.367,1.7592,16.5083,-97.3169,31.0477,-142.1004,491.746,-184.6474,31.1651,38.9912,571.228,-184.6124
501,60.009,0,26686.3,0,26629.8,0.008,25190,-3.2649,25539.3,-2.2028,25124.5,-3.2585,24250.8,-5.7935,24244.7,-5.6023,704.099,-5.1665,428.545,-0.7446,1.55518,-181.8435,702.849,-4.6059,428.21,-1.0893,258.107,1.8462,16.5083,-97.351,31.4014,-141.6945,491.746,-184.6815,31.5232,39.383,570.909,-184.5945
502,60.009,-0.01,26683.2,0,26626.7,0.0081,25185.7,-3.2627,25535.4,-2.2011,25120.3,-3.2563,24245.6,-5.79,24244.1,-5.6011,704.2,-5.1734,428.67,-0.7334,1.35105,-179.3969,703.059,-4.5764,427.923,-1.0614,258.51,1.771,16.5083,-97.3944,31.0477,-142.1779,491.427,-184.6659,31.4014,38.2618,570.591,-184.5869
503,60.009,0,26682.9,0,26629.3,-0.0042,25187.1,-3.2719,25538.4,-2.2012,25121.6,-3.2653,24250.4,-5.7993,24249,-5.6105,704.748,-5.2073,429.079,-0.8123,1.43301,-171.3291,702.482,-4.512,427.638,-1.0523,258.367,1.6195,16.4363,-98.9215,31.4014,-141.8001,491.207,-184.6191,31.4014,38.1996,571.203,-184.5751
504,60.009,0,26688.4,0,26634.8,-0.0041,25195.2,-3.2699,25541.4,-2.2076,25129.7,-3.2631,24252.7,-5.7916,24250.3,-5.6133,705.399,-5.2112,429.487,-0.8976,1.43301,-171.3976,701.802,-4.4902,427.353,-1.0494,258.51,1.6403,16.0144,-98.7516,31.4014,-141.8686,491.403,-184.5906,31.7569,38.5611,571.203,-184.6436
505,60.009,0,26692.5,0,26636,0.0084,25197.7,-3.266,25544.5,-2.2046,25131.1,-3.2691,24258.5,-5.7872,24256.2,-5.609,705.847,-5.2786,429.612,-0.9022,1.62688,-174.8227,702.017,-4.4764,427.194,-0.9822,258.654,1.6703,16.0144,-98.8107,31.4014,-141.9277,491.918,-184.6127,31.5232,39.1498,570.886,-184.6507
506,60.009,-0.01,26690.9,0,26633,-0.0008,25198,-3.2758,25546.3,-2.2053,25132.5,-3.2688,24257.9,-5.7955,24252.2,-5.6043,705.5,-5.2868,429.738,-0.9006,1.54044,-164.3845,702.232,-4.4563,427.445,-0.9255,258.396,1.7386,16.5083,-97.637,31.4014,-141.9805,491.502,-184.6545,31.5232,39.097,570.985,-184.6625
507,60.009,0,26689.3,0,26635.8,-0.0037,25195,-3.273,25542.5,-2.2129,25129.5,-3.2658,24258.3,-5.7932,24257.2,-5.6044,705.154,-5.2949,429.457,-0.8821,1.36784,-159.4673,701.786,-4.5003,427.854,-0.9951,258.396,1.6858,16.4363,-99.1547,31.4014,-142.0333,491.502,-184.7073,31.5232,39.0442,571.084,-184.6733
508,60.009,0.01,26693.5,0,26640,-0.0036,25202,-3.2717,25550.1,-2.2128,25136.6,-3.2644,24263.2,-5.7995,24257.7,-5.6083,705.461,-5.2449,429.584,-0.8868,1.54044,-164.4964,701.894,-4.523,427.445,-1.0374,258.541,1.7158,16.4363,-99.2138,31.4014,-142.0924,491.286,-184.6574,31.8831,39.4013,570.868,-184.6394
509,60.009,0.02,26697.7,0,26641.3,0.009,25204.7,-3.2677,25554.5,-2.1999,25139.2,-3.2602,24264.6,-5.7928,24263.7,-5.604,705.564,-5.2676,429.711,-0.8914,1.91068,-171.6804,702.112,-4.5091,427.571,-1.0416,258.687,1.7458,16.4363,-99.2728,31.1651,-141.4994,491.386,-184.6684,32.1141,38.6988,570.969,-184.6564
510,60.009,0.02,26697.7,0,26644.1,-0.0034,25206.2,-3.277,25556.5,-2.21,25136.3,-3.2666,24265.1,-5.7999,24264.2,-5.6111,705.668,-5.2934,429.431,-0.8822,1.91068,-171.7426,702.331,-4.4985,427.417,-0.9775,258.833,1.7725,16.4363,-99.335,31.1651,-141.5616,491.487,-184.6816,31.7569,38.2161,570.755,-184.6246
511,60.009,0,26696.2,0,26642.6,-0.0033,25202.1,-3.2842,25549.6,-2.2049,25137.9,-3.2663,24264.6,-5.8081,24259.3,-5.617,704.533,-5.2482,429.559,-0.8806,1.91068,-171.7954,702.44,-4.515,427.952,-0.9927,258.833,1.7197,16.4363,-99.3878,31.4014,-142.2664,491.587,-184.6864,31.7569,38.1633,570.856,-184.6364
512,60.009,0,26691.8,0,26639.7,0.0061,25198.1,-3.2728,25544.7,-2.2038,25133.8,-3.2548,24259.7,-5.7954,24258.9,-5.6066,703.953,-5.1562,429.151,-0.8977,1.91068,-171.8296,702.55,-4.5128,428.233,-1.0985,259.088,1.5643,15.9516,-100.6985,31.6417,-142.9426,491.689,-184.6726,31.7569,38.1291,570.543,-184.6186
513,60.009,-0.01,26688.9,0,26631,0,25194,-3.2706,25541,-2.2021,25128.6,-3.2626,24254.7,-5.792,24254,-5.6032,704.164,-5.127,429.28,-0.8868,2.10391,-174.4761,702.105,-4.5473,428.36,-1.0875,258.833,1.642,15.9516,-100.742,31.0477,-142.7841,491.375,-184.6551,31.7569,38.0856,570.645,-184.6201
514,60.009,-0.03,26686,0,26629.6,0.0094,25191.2,-3.2584,25543,-2.1935,25125.7,-3.2503,24255.3,-5.7804,24249.2,-5.5997,704.505,-5.2154,429.816,-0.8931,2.38834,-171.9166,701.88,-4.509,428.08,-1.0593,258.432,1.631,16.0144,-99.2706,31.0477,-142.8276,491.477,-184.6506,31.5232,38.6899,570.747,-184.6226
515,60.009,-0.01,26686.1,0,26632.5,-0.0029,25192.8,-3.2676,25539.4,-2.2104,25131.7,-3.262,24254.9,-5.7979,24249.8,-5.6066,704.611,-5.2412,429.946,-0.901,2.19935,-169.4887,702.102,-4.4984,427.801,-1.0497,258.579,1.6578,16.0144,-99.3327,31.5232,-141.3727,491.165,-184.6527,31.6561,39.6968,571.264,-184.6527
516,60.009,0,26689,0,26635.5,-0.0028,25193.2,-3.2744,25541.4,-2.2079,25127.7,-3.266,24255.5,-5.7925,24249.5,-5.6118,704.823,-5.2182,429.668,-0.8791,1.91068,-172.0284,702.214,-4.5117,427.522,-1.0276,258.98,1.5754,15.9516,-100.8973,31.8831,-141.0054,491.267,-184.6534,31.6561,39.6471,570.952,-184.6504
517,60.009,0.01,26692,0,26634.1,0.0005,25194.8,-3.2711,25543.5,-2.2055,25133.8,-3.2653,24256.1,-5.7871,24250.2,-5.6063,704.929,-5.2316,429.799,-0.8746,2.10391,-174.6811,701.993,-4.4796,427.244,-1.0054,259.128,1.6144,15.9516,-100.947,31.6561,-140.4021,491.474,-184.6071,32.0202,39.9998,571.055,-184.6591
518,60.009,0,26693.6,0,26635.7,0.0006,25197.7,-3.2796,25543.8,-2.2022,25133.5,-3.2609,24257.7,-5.7929,24256.4,-5.6146,705.143,-5.2305,429.392,-0.9287,2.38834,-172.1496,701.773,-4.4692,427.781,-1.0397,258.727,1.5757,16.0144,-99.5036,31.1651,-141.9686,491.578,-184.6296,31.8831,38.8731,570.848,-184.6366
519,60.009,0,26695.2,0,26637.3,0.0008,25197.4,-3.2753,25542.8,-2.2087,25132,-3.2664,24259.4,-5.7987,24253.7,-5.6179,704.572,-5.1755,429.654,-0.8916,2.77706,-176.166,701.773,-4.5406,428.317,-1.074,258.875,1.593,16.0144,-99.575,31.4014,-142.692,491.268,-184.641,31.7569,37.7377,570.642,-184.615
520,60.009,0,26693.9,0,26636,0.0008,25194.7,-3.2724,25541.9,-2.1967,25129.3,-3.2634,24260.1,-5.7965,24255.5,-5.6052,704.343,-5.147,429.917,-0.8361,2.86601,-172.2739,702.444,-4.5301,428.317,-1.1269,258.624,1.6618,16.0144,-99.6279,31.4014,-142.7449,491.372,-184.6459,31.7569,37.6848,570.747,-184.6259
521,60.009,-0.01,26691.2,0,26637.6,-0.0022,25196.5,-3.263,25547.2,-2.2009,25134.2,-3.2667,24259.8,-5.7954,24259.7,-5.6066,704.789,-5.1993,429.917,-0.8796,2.67665,-170.2724,701.782,-4.4824,427.765,-1.0265,259.024,1.5852,15.5928,-99.4201,31.4014,-142.7884,491.477,-184.6404,31.5232,38.2891,570.957,-184.5864
522,60.009,0,26688.4,0,26634.9,-0.0022,25195.8,-3.2737,25548,-2.2022,25134.8,-3.2673,24259.5,-5.7944,24259.5,-5.6056,705.235,-5.2518,429.785,-0.9774,2.19935,-169.871,701.567,-4.444,427.489,-0.9981,259.024,1.5416,15.5928,-99.4637,31.1651,-142.18,491.582,-184.636,31.5232,38.2455,571.371,-184.64
523,60.009,0,26688.6,0,26632.2,0.0105,25190.7,-3.269,25538.8,-2.1948,25129.7,-3.2625,24253.7,-5.7889,24253.8,-5.6001,704.898,-5.2377,429.917,-0.9542,2.19935,-169.902,701.237,-4.4293,427.896,-1.0467,258.624,1.5437,16.0144,-99.746,31.1651,-142.211,491.168,-184.655,31.8831,38.6307,571.063,-184.619
524,60.008,-0.01,26681.5,0,26628,-0.002,25186.8,-3.2701,25534,-2.2062,25121.4,-3.2606,24247.9,-5.7992,24243.6,-5.6078,704.224,-5.1941,429.37,-0.8573,2.19935,-169.9488,701.682,-4.4855,427.896,-1.0935,258.774,1.5855,16.0144,-99.7928,31.5232,-141.8328,491.274,-184.6538,31.8831,38.5839,570.957,-184.7078
525,60.008,-0.01,26678.9,0,26625.3,-0.0019,25183,-3.268,25530.6,-2.2045,25117.6,-3.2583,24243.2,-5.7957,24243.4,-5.6068,703.888,-5.1925,429.097,-0.8289,1.91068,-172.4824,701.682,-4.5291,428.028,-1.0827,258.525,1.6638,16.0144,-99.8364,31.5232,-141.8764,491.38,-184.6484,31.8831,38.5403,570.755,-184.6574
526,60.008,0,26682,0,26624.1,0.0014,25183.6,-3.2747,25532.8,-2.2021,25118.2,-3.265,24248.5,-5.7928,24244.2,-5.6014,703.998,-5.2059,429.231,-0.8245,2.19935,-170.0421,701.797,-4.5425,428.159,-1.078,258.525,1.6141,16.0144,-99.8861,31.5232,-141.9261,491.073,-184.6381,31.2937,38.7317,570.968,-184.6241
527,60.008,0,26686.7,0,26628.8,0.0016,25191.1,-3.2735,25535.1,-2.2088,25125.7,-3.2637,24249.3,-5.7966,24249.6,-5.6077,704.219,-5.1923,429.637,-0.9012,2.86601,-172.591,702.028,-4.5288,427.886,-1.0648,259.076,1.6102,16.0144,-99.945,31.1651,-142.41,490.659,-184.684,31.5232,38.0155,570.768,-184.589
528,60.008,0,26692.9,0,26630.7,0.005,25189.8,-3.2759,25540.1,-2.2053,25128.8,-3.2688,24256.7,-5.7911,24251.6,-5.6103,704.442,-5.188,429.905,-0.8613,3.05857,-174.4492,702.261,-4.5245,427.613,-1.0608,258.676,1.5755,15.9516,-101.5281,31.1651,-142.4782,490.873,-184.6562,31.5232,37.9473,570.984,-184.5742
529,60.008,0,26694.8,0,26636.9,0.0019,25195.5,-3.2644,25545.1,-2.2049,25133.2,-3.2671,24258.7,-5.7969,24254.7,-5.6056,704.777,-5.1507,429.634,-0.8607,2.86601,-172.7306,702.05,-4.5139,427.746,-1.0778,258.828,1.5925,15.9516,-101.5995,31.1651,-142.5496,491.502,-184.6436,31.5232,37.8759,570.679,-184.5936
530,60.009,0.01,26695.3,0,26637.4,0.002,25198.7,-3.2636,25544.5,-2.2021,25132,-3.2632,24260.6,-5.7934,24261.2,-5.6046,704.889,-5.1766,430.04,-0.9408,2.86601,-172.7927,701.959,-4.4577,427.608,-1.0133,258.981,1.6187,16.0144,-100.1467,31.1651,-142.6117,491.719,-184.6087,31.5232,37.8138,570.896,-184.5727
531,60.009,0.01,26694.2,0,26636.3,0.0021,25199.4,-3.2736,25546.9,-2.203,25134,-3.2631,24260.5,-5.8018,24261.1,-5.613,704.444,-5.2203,430.445,-1.0116,2.86601,-172.8456,702.078,-4.4744,427.878,-0.9576,258.981,1.5658,15.5928,-99.9483,31.1651,-142.6646,491.306,-184.6496,31.5232,37.7609,571.006,-184.5846
532,60.009,0,26691.7,0,26633.8,0.0022,25195.7,-3.2714,25547.9,-2.2043,25130.3,-3.2608,24257,-5.7877,24256.6,-5.6094,704.112,-5.2185,430.58,-1.0013,2.86601,-172.8892,701.752,-4.4721,427.878,-1.0012,258.981,1.5222,15.5283,-101.547,31.1651,-142.7082,491.415,-184.6452,31.2937,38.3746,571.528,-184.5972
533,60.009,0,26687.6,0,26631.3,0.0115,25190.7,-3.27,25538.9,-2.2001,25129.7,-3.2622,24251.3,-5.7855,24252.1,-5.5966,704.225,-5.2167,430.716,-0.9818,2.86601,-172.9236,701.871,-4.4702,427.608,-0.9631,258.736,1.61,15.9516,-101.7925,31.5232,-142.3176,491.415,-184.6796,31.2937,38.3402,571.006,-184.6626
534,60.009,0,26679.3,0,26621.4,0.0024,25185.8,-3.2718,25534.2,-2.2022,25120.4,-3.261,24244.6,-5.7969,24245.4,-5.608,704.67,-5.2635,430.31,-1.0013,2.86601,-172.9612,701.547,-4.4619,427.339,-0.9282,258.736,1.5724,15.9516,-101.8301,31.5232,-142.3552,491.525,-184.6682,31.6561,38.7143,570.593,-184.6892
535,60.008,-0.02,26673.7,0,26615.8,0.0024,25179.5,-3.2711,25528.2,-2.2016,25114.2,-3.2602,24242.4,-5.7984,24243.2,-5.6095,704.338,-5.2432,429.905,-1.0083,3.05857,-174.7763,701.786,-4.4146,426.934,-0.935,258.89,1.6356,15.9516,-101.8552,31.5232,-142.3803,491.221,-184.6323,31.6561,38.6892,570.702,-184.6723
536,60.008,-0.01,26677.1,0,26617.6,-0.0067,25180.3,-3.2778,25529.3,-2.2089,25114.9,-3.2668,24242.3,-5.8034,24243.2,-5.6145,704.452,-5.2566,429.905,-1.0579,3.53604,-174.5839,701.463,-4.4182,426.934,-0.9846,258.89,1.586,16.0144,-100.3899,31.5232,-142.4299,491.221,-184.6819,31.6561,38.6396,570.509,-184.6279
537,60.008,0.01,26682,0,26624.1,0.0026,25183.6,-3.2738,25533.2,-2.2059,25122.7,-3.2655,24248.8,-5.7993,24245.4,-5.6078,704.566,-5.2793,430.178,-1.0089,3.53604,-174.6428,701.14,-4.431,427.208,-0.9349,258.89,1.5271,15.5928,-100.1975,31.1651,-142.9138,491.029,-184.6318,31.6561,38.5807,570.62,-184.6458
538,60.008,0,26688.5,0,26626.3,0.0061,25188.3,-3.269,25538.4,-2.2023,25127.3,-3.2606,24252.1,-5.7913,24253.2,-5.6025,704.794,-5.2751,430.315,-1.0231,3.63154,-171.6559,701.382,-4.4267,427.345,-0.9488,259.045,1.5471,15.5928,-100.2656,31.1651,-142.9819,491.14,-184.6519,31.6561,38.5126,570.842,-184.6309
539,60.008,0,26690.7,0,26628.5,0.0063,25191.7,-3.2775,25538,-2.2087,25126.3,-3.2659,24254.3,-5.7971,24255.5,-5.6082,704.58,-5.2647,430.047,-1.0222,3.44452,-170.0542,701.747,-4.3895,427.483,-0.9659,259.2,1.5638,15.9516,-102.1031,31.1651,-143.0532,491.252,-184.6752,31.6561,38.4413,571.065,-184.6192
540,60.008,-0.02,26685.5,0,26627.7,0.0031,25189.4,-3.2779,25540.5,-2.2129,25124.1,-3.2662,24250.9,-5.7956,24252.2,-5.6068,704.811,-5.2488,430.452,-1.0969,3.34368,-173.2905,701.869,-4.4097,427.217,-0.9494,259.2,1.5075,15.9516,-102.1594,31.1651,-143.1095,491.363,-184.6835,31.2937,37.9733,570.877,-184.5815
541,60.008,-0.01,26687.5,0,26625.3,0.0065,25185.9,-3.2724,25538.8,-2.1981,25124.9,-3.2635,24251,-5.7914,24247.9,-5.5998,704.038,-5.234,430.994,-1.1016,3.53604,-174.8788,701.549,-4.4038,427.356,-0.9355,259.2,1.4672,16.0144,-100.6848,31.5232,-142.7248,491.475,-184.6758,31.2937,37.933,570.99,-184.5808
542,60.008,0.01,26686.6,0,26622.9,-0.0026,25188.1,-3.2724,25535.6,-2.2056,25122.7,-3.2605,24246.5,-5.797,24247.9,-5.6081,703.71,-5.2413,430.589,-1.1362,3.53604,-174.9317,701.672,-4.4206,427.356,-0.9884,259.356,1.5022,15.5928,-100.4864,31.5232,-142.7777,491.176,-184.6677,31.6561,38.2918,570.99,-184.6337
